date,revenue,expenses
2026-10-13,845210,616210
2026-10-14,727244,554604
2026-10-15,804677,662274
2026-10-16,713532,487078
2026-10-17,710184,560894
2026-10-18,818895,637063
2026-10-19,526817,452675
2026-10-20,717216,557027
2026-10-21,302866,145334
2026-10-22,412669,214307
2026-10-23,580539,399103
2026-10-24,566150,459229
2026-10-25,743258,673461
2026-10-26,789415,706880
2026-10-27,657820,561520
2026-10-28,887189,790013
2026-10-29,788029,721924
2026-10-30,472646,283635
2026-10-31,593561,464089
2026-11-01,650164,427063
2026-11-02,645783,448848
2026-11-03,758222,630125
2026-11-04,394881,203362
2026-11-05,542934,396774
2026-11-06,432659,335719
2026-11-07,801323,666322
2026-11-08,479689,278975
2026-11-09,634517,385802
2026-11-10,465289,407361
2026-11-11,583028,485026
2026-11-12,567598,432745
2026-11-13,899248,734634
2026-11-14,402421,234904
2026-11-15,538245,332156
2026-11-16,867906,738842
2026-11-17,347111,177417
2026-11-18,732829,538444
2026-11-19,516750,334119
2026-11-20,420592,319699
2026-11-21,534000,468833
2026-11-22,622137,533539
2026-11-23,428652,240057
2026-11-24,808069,708292
2026-11-25,517516,308005
2026-11-26,679653,513275
2026-11-27,361602,230542
2026-11-28,503117,439832
2026-11-29,537069,345024
2026-11-30,866510,693540
2026-12-01,541084,468390
2026-12-02,542318,325472
2026-12-03,889621,704247
2026-12-04,684794,481331
2026-12-05,349420,294809
2026-12-06,899792,840420
2026-12-07,826750,621366
2026-12-08,571604,376452
2026-12-09,422672,292054
2026-12-10,759158,596213
2026-12-11,635064,476667
2026-12-12,813953,667740
2026-12-13,717582,646708
2026-12-14,344036,100427
2026-12-15,448441,265772
2026-12-16,442867,381267
2026-12-17,370021,185202
2026-12-18,669349,539934
2026-12-19,761370,555483
2026-12-20,722641,578293
2026-12-21,637283,481547
2026-12-22,829656,754942
2026-12-23,883117,683155
2026-12-24,691180,448599
2026-12-25,753510,510614
2026-12-26,853515,667718
2026-12-27,700782,476505
2026-12-28,312306,110550
2026-12-29,878110,639127
2026-12-30,324042,162469
2026-12-31,708302,645210
2027-01-01,482690,336772
2027-01-02,449395,228553
2027-01-03,842307,766850
2027-01-04,865151,743484
2027-01-05,609143,468392
2027-01-06,362780,249886
2027-01-07,688422,577117
2027-01-08,743441,549757
2027-01-09,400706,182545
2027-01-10,422019,319882
2027-01-11,671852,621293
2027-01-12,479001,362752
2027-01-13,400260,312899
2027-01-14,470863,340143
2027-01-15,893731,828470
2027-01-16,619674,549302
2027-01-17,740015,634660
2027-01-18,396143,247583
2027-01-19,444771,205779
2027-01-20,806713,593097
2027-01-21,411362,361325
2027-01-22,590951,366847
2027-01-23,476298,384878
2027-01-24,883838,736595
2027-01-25,773288,593908
2027-01-26,565702,481102
2027-01-27,612257,382900
2027-01-28,358219,115139
2027-01-29,536495,396975
2027-01-30,877506,822339
2027-01-31,581373,530941
2027-02-01,852165,732478
2027-02-02,489073,367126
2027-02-03,659281,512957
2027-02-04,447878,346975
2027-02-05,519707,284486
2027-02-06,541249,303409
2027-02-07,337034,95778
2027-02-08,471389,355597
2027-02-09,712310,628871
2027-02-10,310589,96260
2027-02-11,357221,131475
2027-02-12,555927,454679
2027-02-13,660444,434001
2027-02-14,876515,627447
2027-02-15,565308,346939
2027-02-16,393078,157733
2027-02-17,874887,632559
2027-02-18,764761,680018
2027-02-19,809668,559844
2027-02-20,489651,359848
2027-02-21,800741,675624
2027-02-22,368207,296131
2027-02-23,634199,496716
2027-02-24,640414,456379
2027-02-25,411426,242209
2027-02-26,811081,616143
2027-02-27,434794,280290
2027-02-28,657776,444399
2027-03-01,845726,602251
2027-03-02,883107,727458
2027-03-03,343856,167612
2027-03-04,726792,643979
2027-03-05,742244,625515
2027-03-06,359807,118049
2027-03-07,790999,736487
2027-03-08,343461,139723
2027-03-09,645280,447578
2027-03-10,582579,414672
2027-03-11,707407,525699
2027-03-12,554730,369883
2027-03-13,546732,297703
2027-03-14,720602,606011
2027-03-15,879074,817723
2027-03-16,575848,410448
2027-03-17,356635,186102
2027-03-18,652854,499227
2027-03-19,545984,309728
2027-03-20,625137,446756
2027-03-21,412752,267045
2027-03-22,511194,379516
2027-03-23,528584,405275
2027-03-24,718632,657854
2027-03-25,432886,239313
2027-03-26,378537,215824
2027-03-27,385166,201986
2027-03-28,675854,589472
2027-03-29,597843,472056
2027-03-30,608479,535138
2027-03-31,597883,402444
2027-04-01,859073,689106
2027-04-02,463052,281986
2027-04-03,787918,594844
2027-04-04,694825,559005
2027-04-05,366253,256304
2027-04-06,778697,581925
2027-04-07,461081,348538
2027-04-08,437854,227464
2027-04-09,719149,641539
2027-04-10,862634,747408
2027-04-11,412138,316971
2027-04-12,612916,403905
2027-04-13,340149,97712
2027-04-14,648844,531463
2027-04-15,778928,682218
2027-04-16,428447,361681
2027-04-17,761693,609277
2027-04-18,305695,242915
2027-04-19,863457,764999
2027-04-20,478296,372075
2027-04-21,666645,615136
2027-04-22,622554,483061
2027-04-23,665898,450480
2027-04-24,653039,486189
2027-04-25,612849,384903
2027-04-26,492994,285774
2027-04-27,677844,596311
2027-04-28,301881,143737
2027-04-29,609509,437107
2027-04-30,821144,692677
2027-05-01,379211,327852
2027-05-02,456078,286959
2027-05-03,603342,361957
2027-05-04,725659,655315
2027-05-05,527203,358704
2027-05-06,339553,219775
2027-05-07,807353,736752
2027-05-08,698138,497950
2027-05-09,332766,94709
2027-05-10,855710,704697
2027-05-11,574349,493567
2027-05-12,779806,618711
2027-05-13,454599,223708
2027-05-14,711659,564536
2027-05-15,709740,615282
2027-05-16,678621,504396
2027-05-17,328202,139050
2027-05-18,739358,524329
2027-05-19,320855,125875
2027-05-20,776963,630775
2027-05-21,611385,440093
2027-05-22,876291,735721
2027-05-23,761595,587804
2027-05-24,394837,166283
2027-05-25,523068,347777
2027-05-26,656427,508052
2027-05-27,423805,335491
2027-05-28,415657,256777
2027-05-29,404428,254102
2027-05-30,422035,225132
2027-05-31,745563,574537
2027-06-01,530780,329583
2027-06-02,369518,257067
2027-06-03,476355,380647
2027-06-04,420243,352561
2027-06-05,696308,543902
2027-06-06,353311,136445
2027-06-07,322692,213320
2027-06-08,692179,602702
2027-06-09,521468,286533
2027-06-10,641651,421842
2027-06-11,380152,196460
2027-06-12,763685,547556
2027-06-13,829214,608004
2027-06-14,303969,200945
2027-06-15,335733,144984
2027-06-16,631999,406816
2027-06-17,341743,136597
2027-06-18,470948,403124
2027-06-19,320323,138486
2027-06-20,823293,596782
2027-06-21,578572,431421
2027-06-22,858866,759940
2027-06-23,801793,583861
2027-06-24,626284,563309
2027-06-25,568508,443631
2027-06-26,691011,563141
2027-06-27,728565,597194
2027-06-28,476968,269348
2027-06-29,357062,206092
2027-06-30,528338,380272
2027-07-01,527909,308101
2027-07-02,806995,695433
2027-07-03,388302,297893
2027-07-04,888216,828382
2027-07-05,865635,713443
2027-07-06,827409,776569
2027-07-07,383793,302225
2027-07-08,852452,791606
2027-07-09,587635,400664
2027-07-10,883510,747472
2027-07-11,828036,580863
2027-07-12,850841,630996
2027-07-13,416547,236758
2027-07-14,884668,727208
2027-07-15,344331,219608
2027-07-16,697891,543697
2027-07-17,800201,638784
2027-07-18,802237,616854
2027-07-19,310068,203180
2027-07-20,878748,787132
2027-07-21,870706,637500
2027-07-22,588350,532267
2027-07-23,322337,128667
2027-07-24,451738,319262
2027-07-25,547667,405251
2027-07-26,814241,761661
2027-07-27,652215,479381
2027-07-28,398064,235916
2027-07-29,668655,430188
2027-07-30,782605,690284
2027-07-31,707974,648588
2027-08-01,758996,655825
2027-08-02,827466,626872
2027-08-03,856119,609515
2027-08-04,433248,237541
2027-08-05,403306,221563
2027-08-06,464726,381181
2027-08-07,674169,439018
2027-08-08,390417,313562
2027-08-09,728638,642848
2027-08-10,311984,210972
2027-08-11,389312,221485
2027-08-12,492458,428198
2027-08-13,383291,137080
2027-08-14,824608,773534
2027-08-15,787387,563639
2027-08-16,715105,524558
2027-08-17,660215,464023
2027-08-18,555083,350864
2027-08-19,341777,289791
2027-08-20,346250,132748
2027-08-21,602274,496795
2027-08-22,775147,594314
2027-08-23,315216,263040
2027-08-24,646293,512035
2027-08-25,827297,662109
2027-08-26,445281,311128
2027-08-27,839317,596327
2027-08-28,760829,552642
2027-08-29,488069,360627
2027-08-30,664315,574313
2027-08-31,414456,307332
2027-09-01,624703,437021
2027-09-02,682688,582936
2027-09-03,669484,540537
2027-09-04,333783,164811
2027-09-05,334152,209436
2027-09-06,883029,653964
2027-09-07,744718,684645
2027-09-08,853380,766129
2027-09-09,448725,302229
2027-09-10,791215,702318
2027-09-11,471541,239563
2027-09-12,648627,547011
2027-09-13,621898,567416
2027-09-14,387592,229602
2027-09-15,656687,436041
2027-09-16,343169,249885
2027-09-17,741503,618571
2027-09-18,354745,297407
2027-09-19,321067,97277
2027-09-20,351033,157461
2027-09-21,345256,152639
2027-09-22,539455,427975
2027-09-23,802264,615951
2027-09-24,500417,296524
2027-09-25,386803,332108
2027-09-26,503814,439496
2027-09-27,418843,317909
2027-09-28,779809,576406
2027-09-29,853280,681998
2027-09-30,512603,278859
2027-10-01,873091,731200
2027-10-02,672119,553365
2027-10-03,444282,308605
2027-10-04,776545,624225
2027-10-05,326270,142361
2027-10-06,755224,579963
2027-10-07,831740,676402
2027-10-08,603630,513553
2027-10-09,314859,184944
2027-10-10,856371,671060
2027-10-11,411462,331793
2027-10-12,447735,349111
2027-10-13,549737,424590
2027-10-14,581197,395975
2027-10-15,442157,249976
2027-10-16,651889,444801
2027-10-17,490167,297159
2027-10-18,893805,701697
2027-10-19,436319,216011
2027-10-20,714027,518934
2027-10-21,526453,439510
2027-10-22,436645,272951
2027-10-23,812035,580947
2027-10-24,438261,233945
2027-10-25,642221,398122
2027-10-26,736862,563511
2027-10-27,638767,549782
2027-10-28,431004,248430
2027-10-29,805187,701351
2027-10-30,353687,203973
2027-10-31,407615,353845
2027-11-01,693120,600255
2027-11-02,851852,748041
2027-11-03,831985,777984
2027-11-04,882111,771263
2027-11-05,833903,731268
2027-11-06,806554,735608
2027-11-07,682706,435500
2027-11-08,859070,713218
2027-11-09,378533,237430
2027-11-10,540011,446267
2027-11-11,489327,321598
2027-11-12,805168,584937
2027-11-13,372684,299013
2027-11-14,750134,552612
2027-11-15,516621,320641
2027-11-16,535295,296948
2027-11-17,857665,632235
2027-11-18,847670,617551
2027-11-19,453466,236876
2027-11-20,534318,426505
2027-11-21,672778,526030
2027-11-22,431936,244058
2027-11-23,672818,518085
2027-11-24,403533,181570
2027-11-25,547997,371132
2027-11-26,369590,236039
2027-11-27,689919,510584
2027-11-28,628615,539395
2027-11-29,803692,736534
2027-11-30,781530,650538
2027-12-01,815795,607135
2027-12-02,605442,492866
2027-12-03,756324,618297
2027-12-04,544936,339676
2027-12-05,873212,764382
2027-12-06,709925,524834
2027-12-07,309726,247307
2027-12-08,491896,408199
2027-12-09,340542,205610
2027-12-10,713461,543749
2027-12-11,334753,189325
2027-12-12,583460,394415
2027-12-13,533979,397330
2027-12-14,578104,405455
2027-12-15,330791,269655
2027-12-16,587360,452621
2027-12-17,626571,514069
2027-12-18,897578,685221
2027-12-19,871302,798263
2027-12-20,435150,318430
2027-12-21,350519,177351
2027-12-22,873340,735077
2027-12-23,314389,205234
2027-12-24,658105,591194
2027-12-25,892399,841483
2027-12-26,457753,348701
2027-12-27,643150,575360
2027-12-28,797488,611210
2027-12-29,394913,222976
2027-12-30,569637,434584
2027-12-31,369639,269689
2028-01-01,531452,365241
2028-01-02,616527,510166
2028-01-03,609378,497927
2028-01-04,786084,698388
2028-01-05,829882,580584
2028-01-06,569515,417120
2028-01-07,871603,697482
2028-01-08,532520,435792
2028-01-09,543459,438058
2028-01-10,537330,290032
2028-01-11,405573,330470
2028-01-12,437900,222565
2028-01-13,619658,519614
2028-01-14,800364,692634
2028-01-15,805740,729915
2028-01-16,535707,448436
2028-01-17,804917,677661
2028-01-18,777294,549490
2028-01-19,823116,706683
2028-01-20,754485,602486
2028-01-21,813066,739494
2028-01-22,564179,475633
2028-01-23,409767,213545
2028-01-24,733961,629796
2028-01-25,841529,727839
2028-01-26,877263,642527
2028-01-27,454226,367278
2028-01-28,791818,573716
2028-01-29,356396,279389
2028-01-30,792443,641624
2028-01-31,418920,277713
2028-02-01,706547,579775
2028-02-02,494999,422975
2028-02-03,363014,142558
2028-02-04,863634,730722
2028-02-05,894699,695470
2028-02-06,485550,350069
2028-02-07,486806,348253
2028-02-08,721837,539009
2028-02-09,638585,389401
2028-02-10,346121,193633
2028-02-11,622341,475600
2028-02-12,384577,145454
2028-02-13,656778,411111
2028-02-14,549106,420896
2028-02-15,735647,511481
2028-02-16,792461,606854
2028-02-17,805200,568093
2028-02-18,783241,685874
2028-02-19,776379,578189
2028-02-20,772295,531411
2028-02-21,705831,595947
2028-02-22,825754,578514
2028-02-23,646030,451678
2028-02-24,628055,432237
2028-02-25,713962,561390
2028-02-26,388422,285171
2028-02-27,803100,668279
2028-02-28,635513,501930
2028-02-29,592717,532510
2028-03-01,726583,648826
2028-03-02,452271,254973
2028-03-03,653548,411069
2028-03-04,467477,259199
2028-03-05,529304,327976
2028-03-06,840277,756455
2028-03-07,642022,550682
2028-03-08,652621,419315
2028-03-09,772697,679346
2028-03-10,669430,513119
2028-03-11,778705,548962
2028-03-12,602619,477299
2028-03-13,658766,506201
2028-03-14,710520,494291
2028-03-15,407573,337636
2028-03-16,569152,333790
2028-03-17,610435,382656
2028-03-18,458477,397258
2028-03-19,548141,488742
2028-03-20,598530,421797
2028-03-21,451899,243170
2028-03-22,884642,814595
2028-03-23,640687,504994
2028-03-24,842445,691514
2028-03-25,859603,633640
2028-03-26,598076,410224
2028-03-27,714380,637330
2028-03-28,432018,308467
2028-03-29,589385,470719
2028-03-30,395790,263774
2028-03-31,896543,733408
2028-04-01,472275,369265
2028-04-02,561439,473274
2028-04-03,311350,249822
2028-04-04,618953,448113
2028-04-05,401894,171214
2028-04-06,659701,472715
2028-04-07,736048,648912
2028-04-08,856016,663765
2028-04-09,579720,443712
2028-04-10,722217,660141
2028-04-11,820841,646930
2028-04-12,383384,177529
2028-04-13,300390,133765
2028-04-14,780751,552963
2028-04-15,835857,735559
2028-04-16,706245,601941
2028-04-17,322490,193130
2028-04-18,794080,674245
2028-04-19,661659,499235
2028-04-20,571265,382075
2028-04-21,301539,194628
2028-04-22,710243,557155
2028-04-23,689546,624361
2028-04-24,612579,389715
2028-04-25,815584,714971
2028-04-26,363965,148966
2028-04-27,815249,764863
2028-04-28,673192,593172
2028-04-29,632066,539388
2028-04-30,397799,286405
2028-05-01,393948,228571
2028-05-02,776055,604339
2028-05-03,443314,205828
2028-05-04,548099,312211
2028-05-05,555821,449903
2028-05-06,610929,445289
2028-05-07,760188,516422
2028-05-08,311618,101091
2028-05-09,636430,481984
2028-05-10,578266,358459
2028-05-11,510448,365746
2028-05-12,795919,640410
2028-05-13,436109,292501
2028-05-14,328633,164323
2028-05-15,512456,319275
2028-05-16,598627,502825
2028-05-17,675325,426233
2028-05-18,766589,681967
2028-05-19,596213,436278
2028-05-20,438442,270523
2028-05-21,371947,188278
2028-05-22,470205,248536
2028-05-23,395761,173735
2028-05-24,675897,556378
2028-05-25,853214,616027
2028-05-26,404700,180477
2028-05-27,636128,438016
2028-05-28,736606,641834
2028-05-29,873881,701450
2028-05-30,305209,159119
2028-05-31,699749,454845
2028-06-01,569355,360367
2028-06-02,309927,215056
2028-06-03,455666,379294
2028-06-04,508785,266006
2028-06-05,638526,549446
2028-06-06,439005,282763
2028-06-07,864984,772262
2028-06-08,496521,417473
2028-06-09,629760,494555
2028-06-10,749764,558915
2028-06-11,457195,352484
2028-06-12,701013,483610
2028-06-13,350013,279045
2028-06-14,701562,466521
2028-06-15,516486,455194
2028-06-16,726888,505022
2028-06-17,710869,581410
2028-06-18,850428,750236
2028-06-19,563328,354553
2028-06-20,727709,593516
2028-06-21,411361,292196
2028-06-22,697172,579522
2028-06-23,316555,78967
2028-06-24,824213,644355
2028-06-25,711906,560508
2028-06-26,620646,472761
2028-06-27,555658,352329
2028-06-28,742065,591477
2028-06-29,403844,250488
2028-06-30,391321,257812
2028-07-01,398234,296562
2028-07-02,774718,530338
2028-07-03,771761,699648
2028-07-04,589987,539293
2028-07-05,624464,558876
2028-07-06,854081,611253
2028-07-07,319627,74470
2028-07-08,623966,381752
2028-07-09,777317,662944
2028-07-10,522633,387030
2028-07-11,617942,561238
2028-07-12,637462,547326
2028-07-13,666330,548823
2028-07-14,650046,552685
2028-07-15,721773,612926
2028-07-16,633478,477119
2028-07-17,768379,575866
2028-07-18,668863,499957
2028-07-19,423099,358422
2028-07-20,574864,497046
2028-07-21,619752,567884
2028-07-22,407449,273858
2028-07-23,402828,228866
2028-07-24,426613,309349
2028-07-25,372095,248927
2028-07-26,777910,584795
2028-07-27,387593,265654
2028-07-28,639386,573654
2028-07-29,426202,320958
2028-07-30,377606,178008
2028-07-31,423769,364429
2028-08-01,418542,346148
2028-08-02,668582,520025
2028-08-03,875610,690436
2028-08-04,457550,388391
2028-08-05,895330,722964
2028-08-06,870706,624542
2028-08-07,755433,699221
2028-08-08,390140,302735
2028-08-09,766978,586346
2028-08-10,836069,709008
2028-08-11,698731,554435
2028-08-12,679502,574316
2028-08-13,598277,372966
2028-08-14,397628,224483
2028-08-15,385058,324526
2028-08-16,781799,665259
2028-08-17,451542,298521
2028-08-18,605273,552002
2028-08-19,570675,344121
2028-08-20,599182,548973
2028-08-21,650083,463472
2028-08-22,342674,272697
2028-08-23,427572,267652
2028-08-24,775692,597536
2028-08-25,591975,442387
2028-08-26,881462,762778
2028-08-27,731436,557574
2028-08-28,745935,690328
2028-08-29,353051,208265
2028-08-30,503085,326679
2028-08-31,618796,385785
2028-09-01,365524,165858
2028-09-02,776152,536698
2028-09-03,568614,511215
2028-09-04,760814,584002
2028-09-05,817733,611544
2028-09-06,615617,466955
2028-09-07,344439,260822
2028-09-08,576452,387882
